"ssl.vtexcommerce.com.br","54.235.56.140","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"ssl.vtexcommerce.com.br","107.23.188.114","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"ssl.vtexcommerce.com.br","52.90.163.231","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"ssl.vtexcommerce.com.br","34.224.215.200","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"ssl.vtexcommerce.com.br","34.228.29.81","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"ssl.vtexcommerce.com.br","107.23.167.148","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"syr.com.mx","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"ta.elektra.com.mx","200.38.108.81","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","bing_domain_web"
"tarjetaelektra.com","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"tarjetaelektra.com.mx","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"tiendaelektra.com","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"tiendaelektra.com.mx","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"tiendas.elektra.com.mx","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","bing_domain_web"
"tlmprd.elektra.com.mx","200.38.122.207","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"tp.elektra.com.mx","200.38.122.207","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","brute_hosts"
"tpprd.elektra.com.mx","200.38.122.207","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"viajes.elektra.com.mx","66.234.9.113","Miami, Florida","United States","25.7743","-80.1937","bing_domain_web"
"wmlmprd.elektra.com.mx","200.38.122.207","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","bing_domain_web"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.202.205.46","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","107.23.188.114","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","52.87.167.157","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","54.235.56.140","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","54.89.230.218","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","34.228.29.81","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","54.145.208.16","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","34.224.215.200","Ashburn, Virginia","United States","39.0437","-77.4875","resolve"
"www.elektra.com.mx","34.228.81.134","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","34.203.28.38","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","107.23.167.148","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","52.90.163.231","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"www.elektra.com.mx","54.210.242.58","Ashburn, Virginia","United States","39.0437","-77.4875","brute_hosts"
"yourelektra.com","200.38.122.152","Mexico City, Ciudad De Mexico","Mexico","19.4285","-99.1277","reverse_resolve"
